model_name	method	data	parameters	RI	ARI	MI	NMI	AMI	homogeneity	completeness	v_measure	DBI	CHI	Silhouette	n_clusters	has_outliers
model_229	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 4, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'discretize'}	0.6534286969069578	0.0118658869335856	0.0437707975008153	0.0294134128597397	0.0133423719656788	0.0274741965584447	0.0316471709876065	0.0294134128597397	17.1479262534965	0.46607501023915077	-0.03947763558738369	4	False
model_230	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 4, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'cluster_qr'}	0.6488173662086706	-0.0011222917818257	0.0231744663104451	0.0155742855658219	-0.0007277394047372	0.0145462243985471	0.0167587155748655	0.0155742855658219	12.987937282999976	0.9492673441972441	-0.06052719048698807	4	False
model_231	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 4, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'kmeans'}	0.6488173662086706	-0.0010159770161117	0.0246579545056564	0.0165715550743783	0.0002858587065511	0.0154773850945936	0.0178321979790419	0.0165715550743783	10.462380058209053	1.60513758076265	-0.039826233453240246	4	False
model_232	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 4, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'discretize'}	0.6465901248509944	0.0004374236378964	0.0263326844278572	0.0177488979557827	0.001427060793799	0.0165285850199318	0.0191637676192937	0.0177488979557827	12.63846886912089	0.8559003231814802	-0.04074732705636563	4	False
model_233	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 4, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'cluster_qr'}	0.6483154526632787	0.0016879981594494	0.0250768428098019	0.0168805157676962	0.0005684897745411	0.015740314267952	0.0181988062288969	0.0168805157676962	10.34611323621903	1.1864771868195187	-0.042179296592371185	4	False
model_234	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 4, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'kmeans'}	0.4478323608758391	-0.0008603899064365	0.0223214442368738	0.0186047306619424	-0.0031842632100481	0.0140107967285908	0.0276808853609333	0.0186047306619424	7.454358905830595	1.2265702384058847	-0.10160632329033775	4	False
model_235	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 4, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'discretize'}	0.6534286969069578	0.0118658869335856	0.0437707975008153	0.0294134128597397	0.0133423719656788	0.0274741965584447	0.0316471709876065	0.0294134128597397	17.1479262534965	0.46607501023915077	-0.03947763558738369	4	False
model_236	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 4, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'cluster_qr'}	0.6488173662086706	-0.0011222917818257	0.0231744663104451	0.0155742855658219	-0.0007277394047372	0.0145462243985471	0.0167587155748655	0.0155742855658219	12.987937282999976	0.9492673441972441	-0.06052719048698807	4	False
model_237	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 5, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'kmeans'}	0.4984942593638246	0.0101903202829739	0.0452858384941052	0.0346638181549006	0.0085741879945506	0.028425162417428	0.0444109870596005	0.0346638181549006	6.562738588586593	1.7774346646256254	-0.04827744324582078	5	False
model_238	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 5, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'discretize'}	0.6776146558755255	0.0087502478274107	0.0454822571310663	0.0286144387463928	0.0083082581773995	0.028548451106411	0.0286807321442412	0.0286144387463928	12.943124936152936	0.9075250548263537	-0.0547819951339144	5	False
model_239	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 5, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'cluster_qr'}	0.673536608319217	-0.0086414708622026	0.014059038106977	0.0088269328802714	-0.011838269176457	0.0088246227719875	0.0088292441983515	0.0088269328802714	10.421877071734613	1.1978068359242422	-0.06343640505422313	5	False
model_240	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 5, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'kmeans'}	0.681253529079616	0.0085818338805146	0.0605084229684079	0.0378646749374846	0.0178976146476299	0.037980123758188	0.037749925853223	0.0378646749374846	13.07610062856987	1.003242117438548	-0.046613755126641176	5	False
model_241	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 5, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'discretize'}	0.6798732668297885	0.0063612916087348	0.0419623044122108	0.0262804560911934	0.0060528077164507	0.0263390357336966	0.0262221364399406	0.0262804560911934	12.18203541941262	1.132212226364933	-0.05314410897959445	5	False
model_242	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 5, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'cluster_qr'}	0.6801869627956585	0.0037636470415196	0.0424226994569598	0.0265278366808232	0.0063452818030348	0.0266280179930153	0.0264284063578915	0.0265278366808233	13.247313425153592	0.6350913206423567	-0.05111998413748746	5	False
model_243	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 5, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'kmeans'}	0.4984942593638246	0.0101903202829739	0.0452858384941052	0.0346638181549006	0.0085741879945506	0.028425162417428	0.0444109870596005	0.0346638181549006	6.562738588586593	1.7774346646256254	-0.04827744324582078	5	False
model_244	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 5, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'discretize'}	0.6776146558755255	0.0087502478274107	0.0454822571310663	0.0286144387463928	0.0083082581773995	0.028548451106411	0.0286807321442412	0.0286144387463928	12.943124936152936	0.9075250548263537	-0.0547819951339144	5	False
model_245	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 5, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'cluster_qr'}	0.673536608319217	-0.0086414708622026	0.014059038106977	0.0088269328802714	-0.011838269176457	0.0088246227719875	0.0088292441983515	0.0088269328802714	10.421877071734613	1.1978068359242422	-0.06343640505422313	5	False
model_246	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 6, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'kmeans'}	0.5185080619863228	0.0149976615185529	0.0518427739581039	0.0383566881288101	0.0057441942851875	0.0325408409986918	0.0467038045274822	0.0383566881288101	6.5693657783147215	1.5976528825052063	-0.08226417646393074	6	False
model_247	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 6, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'discretize'}	0.6970010665662839	-0.0021267597638455	0.0361295886092207	0.0214217363064507	-0.0028724498554113	0.0226779377050872	0.0202974002694298	0.0214217363064507	13.197371156977361	0.6930163953691466	-0.06716652315512302	6	False
model_248	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 6, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'cluster_qr'}	0.6920446703055398	-0.0072253423561957	0.0218579058635357	0.0130283738022349	-0.0116662165746716	0.0137198414545582	0.0124032606373024	0.0130283738022349	11.495593992986842	1.062034668293931	-0.0819786272065304	6	False
model_249	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 6, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'kmeans'}	0.6973147625321539	-0.0029429886001302	0.0379513599640045	0.0224801449029571	-0.0017523499067281	0.0238214330751439	0.0212818503238054	0.0224801449029571	10.630486225816362	1.107706850762462	-0.0785095828504395	6	False
model_250	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 6, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'discretize'}	0.6991969383273731	0.0032935726306716	0.0490826018006981	0.0290730802946309	0.0050050513441988	0.0308083271602976	0.0275228826606438	0.0290730802946309	12.117993663876627	0.9952523870996774	-0.07777157421019452	6	False
model_251	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 6, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'cluster_qr'}	0.6985695463956334	-0.0017532235521714	0.03446489529553	0.0203874876104053	-0.0038519403258306	0.0216330375908268	0.0192775574315905	0.0203874876104053	11.697922382314404	0.6868996722308733	-0.05334576620886973	6	False
model_252	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 6, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'kmeans'}	0.5185080619863228	0.0149976615185529	0.0518427739581039	0.0383566881288101	0.0057441942851875	0.0325408409986918	0.0467038045274822	0.0383566881288101	6.5693657783147215	1.5976528825052063	-0.08226417646393074	6	False
model_253	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 6, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'discretize'}	0.6970010665662839	-0.0021267597638455	0.0361295886092207	0.0214217363064507	-0.0028724498554113	0.0226779377050872	0.0202974002694298	0.0214217363064507	13.197371156977361	0.6930163953691466	-0.06716652315512302	6	False
model_254	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 6, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'cluster_qr'}	0.6920446703055398	-0.0072253423561957	0.0218579058635357	0.0130283738022349	-0.0116662165746716	0.0137198414545582	0.0124032606373024	0.0130283738022349	11.495593992986842	1.062034668293931	-0.0819786272065304	6	False
model_255	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 7, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'kmeans'}	0.5133320785494698	0.0133203027169151	0.0869116484364837	0.064761806449285	0.0274956979375706	0.0545529862077089	0.0796711327643955	0.064761806449285	6.081054669493848	1.0865054540651207	-0.17275929386373967	7	False
model_256	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 7, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'discretize'}	0.7116506681724073	-0.0029217480248721	0.0394875727675653	0.0223752887553619	-0.0057235058423592	0.0247856881248684	0.0203921585746105	0.0223752887553619	14.063894039386449	0.6749874754584583	-0.10737119530038738	7	False
model_257	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 7, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'cluster_qr'}	0.7068511198945981	-0.0075385416077117	0.0320807848831089	0.0182898529044215	-0.0102140374040217	0.0201365714118254	0.0167534036295226	0.0182898529044215	9.163783752865752	1.1241912576830908	-0.09209613291495349	7	False
model_258	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 7, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'kmeans'}	0.7113683418031244	0.0023661626979299	0.0582974602876004	0.0331336929366425	0.005215929967921	0.0365923395106024	0.0302723967549206	0.0331336929366425	10.004154931803502	1.2249948950652174	-0.0661534625920904	7	False
model_259	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 7, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'discretize'}	0.7137838007403224	0.0015217398289571	0.0566816667006554	0.0320731874074756	0.0043103169073619	0.0355781329358929	0.0291968844343467	0.0320731874074756	9.299837991566884	1.1203900317147288	-0.08774522146132083	7	False
model_260	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 7, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'cluster_qr'}	0.7112428634167764	-0.0018087230234782	0.0461303777316077	0.026172156918912	-0.0018727793757911	0.0289552655532467	0.0238771447210696	0.026172156918912	11.173790579396597	0.8098878313752277	-0.08762119245168565	7	False
model_261	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 7, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'kmeans'}	0.5133320785494698	0.0133203027169151	0.0869116484364837	0.064761806449285	0.0274956979375706	0.0545529862077089	0.0796711327643955	0.064761806449285	6.081054669493848	1.0865054540651207	-0.17275929386373967	7	False
model_262	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 7, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'discretize'}	0.7116506681724073	-0.0029217480248721	0.0394875727675653	0.0223752887553619	-0.0057235058423592	0.0247856881248684	0.0203921585746105	0.0223752887553619	14.063894039386449	0.6749874754584583	-0.10737119530038738	7	False
model_263	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 7, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'cluster_qr'}	0.7068511198945981	-0.0075385416077117	0.0320807848831089	0.0182898529044215	-0.0102140374040217	0.0201365714118254	0.0167534036295226	0.0182898529044215	9.163783752865752	1.1241912576830908	-0.09209613291495349	7	False
model_264	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 8, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'kmeans'}	0.525691699604743	0.0072594174255479	0.0777248797172835	0.0557018598167074	0.0142911305047528	0.0487866053341693	0.0649012892105214	0.0557018598167074	6.295526186492969	1.6001242434859488	-0.16972812194102882	8	False
model_265	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 8, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'discretize'}	0.7232887885061798	0.0054011337788452	0.0661219551978445	0.0362041696278546	0.0045978964380367	0.0415036439283615	0.0321048045903416	0.0362041696278546	10.134184446564328	1.1197384214577326	-0.09853783367173395	8	False
model_266	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 8, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'cluster_qr'}	0.7195871761089152	-0.0033355855771637	0.0479133155724882	0.0263051954480856	-0.0057944071459965	0.0300743857769741	0.0233755615355137	0.0263051954480856	11.047051696198604	0.9420189435714292	-0.11170875305818252	8	False
model_267	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 8, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'kmeans'}	0.7200890896543071	-0.0032783535991068	0.0458735495077198	0.0251462228141555	-0.0068696248014978	0.0287940587782336	0.0223187277904891	0.0251462228141556	10.666590392725265	1.125725679344711	-0.07707852288785716	8	False
model_268	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 8, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'discretize'}	0.722567287784679	-0.0012817501662439	0.0562363309565392	0.0307224444332055	-0.0009411382903662	0.0352986031473822	0.0271966357449445	0.0307224444332055	10.651976826234351	0.8878972638830132	-0.0794554565710168	8	False
model_269	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 8, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'cluster_qr'}	0.7216261998870694	-0.0007758271038626	0.0599863467621809	0.0328348886865941	0.0011403508502325	0.0376524252667885	0.0291102967520827	0.0328348886865941	9.518303166207724	1.2948651507664255	-0.10810313957867242	8	False
model_270	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 8, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'kmeans'}	0.525691699604743	0.0072594174255479	0.0777248797172835	0.0557018598167074	0.0142911305047528	0.0487866053341693	0.0649012892105214	0.0557018598167074	6.295526186492969	1.6001242434859488	-0.16972812194102882	8	False
model_271	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 8, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'discretize'}	0.7232887885061798	0.0054011337788452	0.0661219551978445	0.0362041696278546	0.0045978964380367	0.0415036439283615	0.0321048045903416	0.0362041696278546	10.134184446564328	1.1197384214577326	-0.09853783367173395	8	False
model_272	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 8, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'cluster_qr'}	0.7195871761089152	-0.0033355855771637	0.0479133155724882	0.0263051954480856	-0.0057944071459965	0.0300743857769741	0.0233755615355137	0.0263051954480856	11.047051696198604	0.9420189435714292	-0.11170875305818252	8	False
model_273	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 9, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'kmeans'}	0.5157475374866679	0.0004369877838295	0.0592940754270737	0.0427446616257538	-0.0061390895575231	0.0372178981432615	0.0501991007764335	0.0427446616257538	5.420576484232277	1.0455418837940607	-0.19028518039364867	9	False
model_274	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 9, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'discretize'}	0.7286529895225548	0.0028497600891774	0.0718185301396532	0.0383050113946635	0.0026187388719133	0.0450792886183685	0.0333007506069881	0.0383050113946635	10.093520326810172	1.2555415005385933	-0.10885254526279242	9	False
model_275	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 9, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'cluster_qr'}	0.7246376811594203	-0.0009426618149551	0.0612642938344308	0.0328936096282528	-0.0034664297467999	0.0384545712421646	0.0287378016982698	0.0328936096282528	10.421552561222487	0.8988817283128561	-0.12694128400317437	9	False
model_276	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 9, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'kmeans'}	0.7302214693519041	-0.0002880558489457	0.0744593713072675	0.0395076842299462	0.0042214242541801	0.0467369003929157	0.0342152969391013	0.0395076842299462	9.241244730604203	0.897152150413495	-0.10342362737724774	9	False
model_277	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 9, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'discretize'}	0.7283392935566848	-0.0111779355800086	0.0303553597098776	0.0160695588878873	-0.0199170424776491	0.0190535509264125	0.0138936613361339	0.0160695588878873	9.103569276157971	1.1087843655882443	-0.1066023723410538	9	False
model_278	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 9, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'cluster_qr'}	0.7302528389484911	-0.0071979738442164	0.0401801347655988	0.0212369272453979	-0.0144666950480606	0.0252203976926465	0.0183401646772625	0.0212369272453979	11.231385738592834	0.8821857087180548	-0.0750781718528824	9	False
model_279	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 9, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'kmeans'}	0.5157475374866679	0.0004369877838295	0.0592940754270737	0.0427446616257538	-0.0061390895575231	0.0372178981432615	0.0501991007764335	0.0427446616257538	5.420576484232277	1.0455418837940607	-0.19028518039364867	9	False
model_280	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 9, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'discretize'}	0.7286529895225548	0.0028497600891774	0.0718185301396532	0.0383050113946635	0.0026187388719133	0.0450792886183685	0.0333007506069881	0.0383050113946635	10.093520326810172	1.2555415005385933	-0.10885254526279242	9	False
model_281	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 9, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'cluster_qr'}	0.7246376811594203	-0.0009426618149551	0.0612642938344308	0.0328936096282528	-0.0034664297467999	0.0384545712421646	0.0287378016982698	0.0328936096282528	10.421552561222487	0.8988817283128561	-0.12694128400317437	9	False
model_282	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 10, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'kmeans'}	0.5938892025848548	0.003163807654338	0.0552610657461952	0.0361008148200249	-0.0129498277857501	0.0346864455076886	0.0376354315458339	0.0361008148200249	6.382889155735441	1.594003871078814	-0.19397345844314895	10	False
model_283	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 10, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'discretize'}	0.738220716481586	0.003421548961302	0.0875978290729152	0.0452107643207812	0.0063808596067233	0.0549836903016786	0.0383876552917555	0.0452107643207812	9.352371937703092	0.9369581765514802	-0.10618934643344481	10	False
model_284	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 10, 'random_state': 42, 'eigen_solver': 'arpack', 'assign_labels': 'cluster_qr'}	0.730346947738252	0.002382152645189	0.0772627950299158	0.0405842290086578	0.0001769244227323	0.0484965625144754	0.0348915816135118	0.0405842290086578	8.790538999824156	1.0273653692877263	-0.1168193734248855	10	False
model_285	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 10, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'kmeans'}	0.7380011293054771	0.0006721463204391	0.0722219989618595	0.0372223916167258	-0.001804388747407	0.0453325392411449	0.0315737405355223	0.0372223916167258	9.073422318903866	1.255033744252808	-0.09752982006651711	10	False
model_286	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 10, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'discretize'}	0.7360248447204969	-0.0043681998340898	0.0538199776436372	0.0277877893696569	-0.0117831320539237	0.0337818986397231	0.0236002639087543	0.0277877893696569	9.580608193717952	1.1382013201724464	-0.12668324441148598	10	False
model_287	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 10, 'random_state': 42, 'eigen_solver': 'lobpcg', 'assign_labels': 'cluster_qr'}	0.7401656314699793	0.0036184609203933	0.0853573187394628	0.0438613211467726	0.0053171064643356	0.0535773594873645	0.0371282606293165	0.0438613211467726	8.86669125423859	1.1825080304882247	-0.09768982691908683	10	False
model_288	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 10, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'kmeans'}	0.5938892025848548	0.003163807654338	0.0552610657461952	0.0361008148200249	-0.0129498277857501	0.0346864455076886	0.0376354315458339	0.0361008148200249	6.382889155735441	1.594003871078814	-0.19397345844314895	10	False
model_289	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 10, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'discretize'}	0.738220716481586	0.003421548961302	0.0875978290729152	0.0452107643207812	0.0063808596067233	0.0549836903016786	0.0383876552917555	0.0452107643207812	9.352371937703092	0.9369581765514802	-0.10618934643344481	10	False
model_290	SpectralClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 10, 'random_state': 42, 'eigen_solver': 'amg', 'assign_labels': 'cluster_qr'}	0.730346947738252	0.002382152645189	0.0772627950299158	0.0405842290086578	0.0001769244227323	0.0484965625144754	0.0348915816135118	0.0405842290086578	8.790538999824156	1.0273653692877263	-0.1168193734248855	10	False
model_291	AgglomerativeClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 2, 'metric': 'euclidean', 'linkage': 'ward'}	0.2700922266139657	0.0006888635313473	0.0100476230691401	0.0110524837128319	0.0014117073206352	0.0063067247322048	0.0446550299476837	0.0110524837128319	0.8596811108463528	52.889114086617774	0.4292763520716274	2	False
model_292	AgglomerativeClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 2, 'metric': 'euclidean', 'linkage': 'complete'}	0.207290294246816	-0.0006194681401181	0.0057132255031439	0.0070578256731112	-0.0007661684058085	0.0035860959685089	0.2213068725707177	0.0070578256731112	0.18449235025399693	24.017153418713466	0.7369052795798557	2	False
model_293	AgglomerativeClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 2, 'metric': 'euclidean', 'linkage': 'average'}	0.207290294246816	-0.0006194681401181	0.0057132255031439	0.0070578256731112	-0.0007661684058085	0.0035860959685089	0.2213068725707177	0.0070578256731112	0.18449235025399693	24.017153418713466	0.7369052795798557	2	False
model_294	AgglomerativeClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 2, 'metric': 'euclidean', 'linkage': 'single'}	0.207290294246816	-0.0006194681401181	0.0057132255031439	0.0070578256731112	-0.0007661684058085	0.0035860959685089	0.2213068725707177	0.0070578256731112	0.18449235025399693	24.017153418713466	0.7369052795798557	2	False
model_295	AgglomerativeClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 2, 'metric': 'l1', 'linkage': 'complete'}	0.207290294246816	-0.0006194681401181	0.0057132255031439	0.0070578256731112	-0.0007661684058085	0.0035860959685089	0.2213068725707177	0.0070578256731112	0.18449235025399693	24.017153418713466	0.7369052795798557	2	False
model_296	AgglomerativeClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 2, 'metric': 'l1', 'linkage': 'average'}	0.207290294246816	-0.0006194681401181	0.0057132255031439	0.0070578256731112	-0.0007661684058085	0.0035860959685089	0.2213068725707177	0.0070578256731112	0.18449235025399693	24.017153418713466	0.7369052795798557	2	False
model_297	AgglomerativeClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 2, 'metric': 'l1', 'linkage': 'single'}	0.207290294246816	-0.0006194681401181	0.0057132255031439	0.0070578256731112	-0.0007661684058085	0.0035860959685089	0.2213068725707177	0.0070578256731112	0.18449235025399693	24.017153418713466	0.7369052795798557	2	False
model_298	AgglomerativeClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 2, 'metric': 'l2', 'linkage': 'complete'}	0.207290294246816	-0.0006194681401181	0.0057132255031439	0.0070578256731112	-0.0007661684058085	0.0035860959685089	0.2213068725707177	0.0070578256731112	0.18449235025399693	24.017153418713466	0.7369052795798557	2	False
model_299	AgglomerativeClustering	preprocessed/X4_num.csv_preprocessed/X4_cat.csv	{'n_clusters': 2, 'metric': 'l2', 'linkage': 'average'}	0.207290294246816	-0.0006194681401181	0.0057132255031439	0.0070578256731112	-0.0007661684058085	0.0035860959685089	0.2213068725707177	0.0070578256731112	0.18449235025399693	24.017153418713466	0.7369052795798557	2	False
